@relation dataset_training

@attribute 'isi pengaduan' string
@attribute 'instansi tujuan' {'Dinas Lingkungan Hidup Dan Kebersihan Kota Denpasar','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar','Dinas Perhubungan Kota Denpasar','PDAM Kota Denpasar'}

@data
'mohon bantu baik pasang paving jebol pasir hanyut sayang bantu paving terima kota milik kualitas kerja banding ekspetasi masyarakat kualitas bahan bagus serta kualitas kerja kerja protes mandor awas proyek gubris selesai timbul sila cek lapang bukti tunggu responden lokasi jalan waramadewa gang ii a','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon ditindaklanjuti kali tiga adu tindak nyata dinas kait atas dampak buruk alir got tutup jalan rusak parah makan korban','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'salur got sumbat jalan tomo salur air hubung sungai seberang endap lumpur tomo vi air luap salur got buntu','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan tukad d h taman pancing mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan bekas gali empat buluh indah gatsu besi bahaya guna kendara motor tolong benah makan korban','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang meter jalan gunung talang padang sambi mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon instansi kait ecek salur got tindak gang ramadewa jalan tukad badung renon gang ramadewa mohon jelas tindak','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan tukad d h taman pancing mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'putar jalan subita denpasar timur bahaya guna jalan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan galang mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan pulau galang mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'aju mohon skrk nama pt royal persada makmur mohon kristanto halim tanggal maret terbit prosedur kerja tolong ditindaklanjuti','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'lahan kosong tembok keliling seberang pasar gunung agung manfaat lahan milik pemkot denpasar baik lahan manfaat lahan buka hijau taman kota manfaat manfaat terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'aspal perhati perintah jalan bungtomo i aktif truk jalur pintas macet jalan gatot subroto layak sentuh aspal hotmix proper jalur aktif lalu kendara pribadi mohon perintah perhati aspal hotmix proper harap','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'rumah imam bonjol residence warga manfaat jalan penting pribadi duduk permanen jalan letak barang pribadi jalan akses masuk mobil ganggu anjing biar liar ikat anjing biar kejar orang awas acak sampah tertib mohon tindak suasana tertib','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'bangun imb tolong cek batas bangun mepet jalan jarak jalan raya tukad balian gang mawar sempit mobil mudah masuk susah jarak posisi persis pinggir jalan raya bangun pasang fondasi tolong perhati terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'lubang diameter cm jalan pulau galang mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon pemkot dinas pu kota denpasar tangan menindaklanjuti tangan kondisi jalan nangka selatan gang v salon altara kondisi gelombang lubang kondisi jalan bahaya pakai jalan kendara sepeda motor','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan kerthadalam sidakarya butuh baik lebar mangkas ranting ranting ranting julur jalan orang cenderung hindar jalan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon bantu fasilitas jalan jalan cempaka biru lingkung kertha sari pecut kaja denpasar utara aspal got tata musim hujan sulit posisi jalan kota putar jalan buluh indah jalan mahendra data','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'lewat jalan jalan letda suji tembus jalan letda made putra belah pura luhur danu sungai lewat sampah springbed buang sungai sangkut sampah sampah pandang susur sungai sungai kotor sampah bahaya duduk undang sakit mohon tanggulang kota denpasar benah air sungai','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar informasi jalan rusak jalan kejanti dentim gang arah jalan soka jalan kejanti timur tambal aspal jalan lubang gang aspal paving area jalan rusak mohon baik bahaya ganggu alur lintas selamat guna gang sempit jalan lubang','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'terima kasih atensi pemkot denpasar kait infrastruktur jalan lokasi sesuai adu usul saran selesai proyek buat selokan got lokasi adu lanjut buat sarana pejal kaki trotoar lokasi proyek selamat nyaman pejal kaki lokasi jalan buana permata hijau','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'undang uu ri nomor jalan bhuana permata hijau sedia fasilitas dukung selenggara lintas angkut jalan trotoar jalan bhuana permata hijau tembus jalan mahendradata krodit kendara motor sedia fasilitas dukung selenggara lintas angkut jalan trotoar kota denpasar implementasi undang undang republik indonesia nomor pasal fasilitas dukung selenggara lintas angkut jalan liput a trotoar sedia fasilitas dukung ayat selenggara d perintah kota jalan kota','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tiang adu sampah limbah selokan tiga desa pakraman tatih tepat kantor lurah sebab bau sedap mohon tindaklanjuti','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'trotoar kota denpasar mohon atensi lokasi jalan ahmad yani selatan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'om swastiastu warga jalan sedap malam iii gang ratna xiv a denpasar lapor gang banjir tutup got jalur air milik lahan kosong ujung got berat laku milik lahan hirau lahan lapor kepala lingkung buaji anyar lurah tindak mohon kait tindak lanjut boleh tutup got laku terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'minggu bongkar trotoar pasang box culvert jalan pulau kawe denpasar kerja selesai cepat warga ganggu debu akibat bongkar lubang gali bahaya kendara tolong selesai','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan keluh tambal lubang mohon baik buat got selesai butuh aspal jalan bersih program desa kunjung jalan mohon bantu fasilitas desa pegaspalan realisasi janji jabat desa alamat jalan gunung lebah i banjar sari buana tegal harum denpasar','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan tomo x b sentuh aspal mukim kota denpasar wilayah aspal sabar sabar mohon perhati','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kominfo kota denpasar hormat email atur walikota no risi tata ruang harus usaha sosialisasi masyarakat email kirim kirim scan copy atur terima kasih kadek','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kait mohon proyek lebar jalan cepat kerja cari nafkah raya lokasi jalan buana raya','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat malam hormat rencana aspal jalan nangka utara selatan mulus halus jalan aspal ulang','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat siang raimantra mohon gubernur terus walikota denpasar kota aspal jalan a yani selatan jalan nangka selatan jalan nyeri tambal sulam ganggu nyaman lintas cc prodenpasar balebengong','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat sore mohon tindak salur air got pinggir jalan moh yamin jalur sepi endap limbah rumah makan lemak lemak tumpuk sebab got mampat nyamuk bau sedap lihat jalan moh yamin x ganggu hujan sebab banjir mohon tindak','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat pagi terima kasih proyek salur air baik jalan jalan buana luhur iv lurah padangsambian kerja proyek masuk kerja libur mohon bantu proyek jalan layak jalan fungsi kendara roda tahan raya kendara lintas jalur jalur jalur sekolah mohon turun awas lapang terima kasih mohon ditindaklanjuti','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan gatot subroto i dekat jalan subak rusak parah tolong baik tolong cek jalan gatot subroto i subak jalan baik','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat pagi warga saka guru jalan zidam pemogan adu salur air got buntu air jalan takut air genang jentik nyamuk takut banjir mohon tolong bantu selesai terima kasih warga saka guru i','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat siang warga tukad badung xix sedih tinggal tinggal abiamsemal badung jalan jelek lihat jalan tukad badung renon aspal mulus tukad badung xix anak tiri sedih cinta lingkung cinta denpasar jalan jelek orang hamil jalan mohon pro denpasar perintah denpasar bantu aspal tukad badung xix renon kalah badung kemudi ojek online lewat rumah bilang badung jalan jelek tolong pro denpasar perhati masyarakat butuh adu terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'terima kasih respons cepat dinas pu kota denpasar tanggap lapor mohon proyek jalan buana luhur iv lurah padangsambian awas tutup bak kontrol besi rangkai ambruk lewat mobil tolong kualitas proyek penuh standar proyek selesai aktivitas masyarakat jalan lancar tuju kota denpasar jalan sewaka dharma capai mohon awas kualitas proyek','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalur hijau isi penuh rumah ya jalan tukad balian timur jalan renon jalan kutat lestari gang vi masuk barat tembus jalan nyaring sanur jalan hang tuah utara jalan rumah jual tanam biar denpasar ruang hijau','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat malam mohon bantu baik jalan rusak jalan tukad badung timur halus aspal rawan jatuh lampu terang jalan terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon kait lebar jalan selesai got bongkar biar buka sarang nyamuk tolong lapang selesai nyamuk khawatir demam darah lokasi jalan buana raya','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar jalan gelogor carik genang air parit sumbat air genang jalan rusak mohon tindak lanjut','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'terima kasih perintah kota denpasar baharu badan jalan rusak buana permata hijau camat denpasar barat badan jalan bagus rapi putra jalan kaki pagi badan jalan trotoar marka jalan tepat tanggal lahir kado pemkot denpasar baharu badan jalan bagus rapi','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'maaf dar masuk foto trotoar d jembatan belah barat empat ahmad yani gatot subroto lihat tahun trotoar ramah pejal kaki jalan pejal kaki anak sekolah pegawai lokasi pusat kota daerah jam kerja macet batas jalan bahaya terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'ijin lapor sungai kali lurah renon banjar kelod tepat putar sema kubur renon air alir akibat sumbat sampah tumbuh tumbuh liar akibat nyamuk kembang biak mohon bantu bersih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'lapor jalan gunung catur ii a padangsambian kaja denbar jalan golden tulip hotel gosha kitchen kondisi rusak lampu terang jalan jalan keluh tamu mancanegara domestik inap hotel golden tulip mohon bantu perintah kota denpasar baik prasarana jalan wujud lingkung asri nyaman perhati tindaklanjutnya ucap terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon atensi solusi tangan selesai datang sampah arah timur alir sungai ponogoro lintas sungai campuh gunung kerinci denpasar alir sungai pulau biak endap kendati pagi sih tugas pu jam dam arah sungai ponogoro buka tumpu sampah endap alir sungai pulau biak mohon selesai alir sungai pulau biak terima sampah kirim sungai hulu sekian terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan sekar jepun gatsu timur mekar wilayah banjar kesiman kertalangu banjar bekul tatih dangri kk ktapi warga kesiman kertalangu bekul dangri picu rumah jalan sekar jepun perhati desa bekul wilayah warga kk kesiman kertalangu wilayah sekar jepun sentuh dana desa infrastruktur jalan rusak terang jalan ujung rumah jalan sekar jepun viii perhati dualisme wilayah','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'hallo warga jalan tukad yeh aya ix b banjar ken renon alami banjir proyek paping jalan selesai proyek paping jalan halaman rumah posisi jalan banding halaman rumah hujan genang air halaman kolam masuk rumah paksa warga tinggi halaman rumah sebab uruk tanah pasang paping got dangkal dangkal kondisi got semen buka bersih parah kondisi got alir kondisi ambrol koordinasi kepala lingkung follow up tindak nyata bulan harap buka akses got kali arah timur alir got lancar got lingkung terus alami banjir hujan alir arah barat ujung survei kepala lingkung follow up alami tahun proyek paping mohon bantu terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'terima kasih karna aplikasi media antara informasi jalan rusak daerah padang sambi kaja kawasan karang sari tepat karang sari iv upaya atas tumpu bangun hujan tumpu hanyut jalan jalan alternatif hubung banjar tolong dinas kait upaya baik karna daerah m jalan taman weda sari ukur jalan rusa parah jalan upaya baik selesai jalan remaja tindak daerah parah koordinasi kepala perbekel beliau jalan baik jalan kota jalan jalan lc jalan lc prioritas baik jalan jalan daerah padang sambi kaja benah desa upaya lapor karna wewenang pemkot desa tindak kena konsekuensi tulis lapor kirim desa bukti kantor kepala desa respons ayo harap kota smart city dahulu maju perata','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'hormat dinas kait jalan pidada v ubung denpasar rusak parah tangan kait mekanisme aju baik jalan kepala lingkung aju respons harap kali lapor tanggap serius terima kasih perhati kerja sama','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon cek kondisi sungai alir air halang tumpu sampah daerah rawan banjir mohon tindak lanjut lokasi sd padang sambi terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon atensi awas hari sampah endap ujung utara sungai jalan pulau biak lokasi wahana giat pancing warga akibat endap sampah tangan ranjau mata kail pancing mohon prioritas awas terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'salur air sumbat banyak sampah sumbat salur air genang lokasi jalan bungtomo','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kait kawasan rumah drainase air hujan sawage rumah masyarakat resap buang grey water air hujan mohon bantu buat salur drainase sawage masyarakat resap rumah perhati terima kasih lokasi jalan muda salam','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan sentanu rusak tahun info baik terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tempat material u ditch halang akses jalan milik rumah sulit akses mohon tindak lanjut kerja revitalisasi salur drainase paving jalan pulau kawe dampak jalan pulau kawe','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar got mampat jalan pulau galang ganggu guna jalan mohon tangan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat malam instansi kait keluh pagi jalan nangka utara lampu merah tepat rasa jalan lalu rusak bolong tindak aspal ulang tunggu korban jiwa masuk media tindak lihat kesan jalan kota denpasar rusak biar aspal ulang','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar genang air jalan gelogor carik seberang pasar kangkung akibat air got luap air genang mohon tangan perhati','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'program perintah bikin got lebar jalan pikir penting warga liat toko raya selesai kerja orang bayar pajak toko butuh anak jalan got bongkar pikir penting warga mesti ganti kerja main bongkar solusi orang bodo erti lokasi jalan buana raya','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang goddes bakery jalan danau buyan banjar taman sari jalan danau buyan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon baik bahaya timbul bau sedap lokasi jalan danau buyan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kait tolong jalan buana raya kait kerja jalan got awas anak buah bongkar got enak udel tinggal kerja rencana awur solusi dagang kembang proyek sarjana kerja awur pikir penting tolong kasi solusi urus gaji pajak rakyat laku layak','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'hormat mohon baik jalan lingkung dusun umasari desa ubungkaja jalan kargo kenanga v saridana lll akses utama masuk warga status jalan wewenang kota terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar air got luap jalan gelogor carik pasar kangkung mohon tangan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang bengkel las panca karya jalan sedap malam jalan lubang jalan masuk sedap malam arah jalan hang tuah','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'got tutup paku bumi bikin banjir tahun lapor gubris lokasi tukad batanghari iv a','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait tambal jalan lubang jalan intaran','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait koordinasi dinas pupr prov bal tambal jalan lubang istana taman jepun jalan hayam wuruk','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kait keluh gorong got tutup buana raya selesai cor tutup perhati tunda','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'sampah got rumput liar tolong bersih lokasi jalan trijata no belah babi guling wi aceng mohon atensi lapang pasuk musim hujan sarang nyamuk','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat siang mohon bantu kait selesai baik trotoar toko sewakamera com jalan pulau kawe no jelas jalan sisa kerja terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'instansi kait tolong bu kerja ruko sewakamera com jalan pulau kawe no c simpang enam selesai cepat kerja terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait koordinasi dinas pupr prov bal tambal jalan lubang simpang jalan pura demak jalan teuku umar barat','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang jalan kerta husada','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'trotoar rusak jalan teuku umar toko raja jam mohon tolong dinas kait baik keluh pejal kaki guna trotoar malam sandung perosok','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan nuri gunung andakasa denpasar barat rusak tahun baik mohon tinjau aspal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'terima kasih tim tim apa nama bersih got rumah got bersih atas got kotor sampah got naik ambil bulan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'got luap pasir akibat jalan lubang lokasi jalan gunung batur i','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'baik jalan pulau kawe bulan kunjung selesai kerja orang kerja kes lambat tempat bahan baik ganggu giat usaha jalan pulau kawe ganggu lintas celaka lintas akibat sempit jalan akibat banyak material baik leta jalan baik laksana malam cepat proses baik','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang potong rambut yoga jalan tukad balian jalan lubang dokter dian c y jalan tukad balian','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dear hormat tolong lapor x jalan pulau kawe kerja trotoar selesai kantor sewakamera com jalan pulau kawe no simpang enam akibat baik selesai kendara masuk mohon bantu cepat naik terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang sanur grosir jalan tukad bilok tepat tutup dsdp','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kait got tutup fungsi nyaman pejal kaki khawatir tutup korban pejal nyamplung kendara jatuh saran langsung tutup aman dengar tutup terima kasih cepat laksana proyek layan puas','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan bungtomo i tembus jalan pondok indah rusak jalan salah jalan alternatif gatsu buluh indah truk lewat jalan rusak layak jalan aspal layak hot mix gudang warga moga baik','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kotak salur dsdp terurug tanah kerja paving gang angangrek merah jalan tukad banyusari set akibat salur mampat timbul bau sedap tolong kait sedia monitor perhati lokasi terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon ditindaklanjuti jalan rusak jalan gunung batur gang salak','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon atensi dinas kait jalan paving jebol jalan lembu sora belah timur banjar malu peguyangan sebab sempurna tutup bekas gali padam jalan jebol bahaya guna jalan terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'lubang meter diameter meter jalan gelogor carik puskesmas mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'lubang meter diameter meter jalan gelogor carik mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan lubang jalan tukad taman pancing mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'air parit luap jalan gelogor carik pasar kangkung mohon tangan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'lubang jalan gelogor carik mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang masuk jalan bikini arah jalan teuku umar barat','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang jalan didik','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang jalan sidakarya','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon jabat mohon perhati kondisi jalan jalan tukad balian gang taman sari tepat jalan masuk rumah sisi timur kondisi jalan jalan tanah masuk musim hujan jalan licin becek lumpur mohon minimal pasang paving kondisi gang belah tata rapi jalan perhati mohon perhati terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang enny cell jalan tukad balian','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang warung bumade jalan tukad bilok j j mart jalan tukad bilok','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'air sumbat alir air got tumpu sampah air jalan lancar lokasi jalan tomo','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan gelogor carik mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar air parit luap jalan gelogor carik pasar kangkung mohon tangan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar jalan pulau galang genang rusak lubang terus akibat buang air rumah mohon baik ulang kali perhati','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang jalan tukad badung','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang jalan tukad badung','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang toko wulan busana jalan tukad bilok','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang kamandhu dental jalan sidakarya titik jalan lubang dekat situ','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat pagi hormat kenal mahendi adu rusa jalan pakis aji sumerta kelod denpasar timur jalan jalan ramai lalu orang datang orang asli denpasar luput hari jalan macet faktor jalan rusak lubang jalan cenderung sempit kelok duduk asli wakil orang orang lingkung adu orang adu aplikasi orang jalan keluh mohon hormat besar hati baik jalan pakis aji jalan rusak tempo jalan jalan rumah jalan rusak terima kasih perhati moga sehat','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang widys laundry jalan tukad balian','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar air parit luap jalan gelogor carik mohon tangan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon bantu tenaga pengangelontor drainase jalan sedap malam gang lotus mampat air luber jalan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon tambal aspal jalan kenanga karna lubang belah cuci mobil air masuk got','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang siti salon jalan tukad badung ayam geprek gembus jalan tukad badung','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon ditindakajuti baik jalan lubang celaka alamat jalan antasura no','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong bersih bahaya jatuh motor polusi','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat pagi hormat kenal mahendi adu rusa jalan pakis aji sumerta kelod denpasar timur jalan jalan ramai lalu orang datang orang asli denpasar luput hari jalan macet faktor jalan rusak lubang jalan cenderung sempit kelok duduk asli wakil orang orang lingkung adu orang adu aplikasi orang jalan keluh mohon hormat besar hati baik jalan pakis aji jalan rusak tempo jalan jalan rumah jalan rusak terima kasih perhati moga sehat','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon baik jalan jalan pakis aji sumerta kelod denpasar jalan rusak parah tahun terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan trotoar rusak mini market papi mart pom bensin jalan padma','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tambang batu padas nusa kampial tambang resmi ilegal mohon survey lapang','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon aspal jalan tukad badung xvi rusak parah aspal gang samping kanan kiri aspal mohon aspal aju klian dinas lanjut jalan aspal aspal jalan aspal mohon tanggap tindak terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon baik fasilitas trotoar jebol selamat guna jalan anak anak orang tua padat traffic jalan warmadewa perhati ucap terima kasih lokasi jalan warmadewa','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait aga tambal jalan lubang ayam geprek gembus','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong bantu nuansa cempak air sungai cepat hujan sebentar banjir tolong bantu solusi','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'air parit alir jalan gelogor carik pasar kangkung mohon tangan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan lubang jalan nangka utara tepat indomaret','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'sampah got rumput liar tolong bersih lokasi jalan trijata no belah babi guling wi aceng mohon atensi lapang pasuk musim hujan sarang nyamu','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'pemkot denpasar mohon perhati jalan pakis aji hayam wuruk msa cargo tahun jalan rusak parah masyarakat nyaman motor mobil cepat rusak','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat pagi lokasi gang melasti selatan jalan sekar sari jalan tiga jalan rusak penuh lubang lubang penuh sampah daun sih jalan kayak hutan atur lampu nyala parah','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon hormat dinas kait beres tumpu sampah hujan sampah hanyut terima kasih lokasi jalan tomo','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon tindak lanjut jalan keluar truk terminal cargo denpasar tepat jalan gunung galunggung cargo permai tanjak jalan rusak lubang amblas','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
